"env";"config";"exp";"energy";"current";"next_state";"next_move"
0;10x10;exp_agent1;0;100;i_ini;i_vz;0
0;10x10;exp_agent1;0;99;i_vz;i_s;3
0;10x10;exp_agent1;0;98;i_s;i_vz;1
0;10x10;exp_agent1;0;97;i_vz;i_vz;0
0;10x10;exp_agent1;0;96;i_vz;i_b;1
0;10x10;exp_agent1;0;95;i_b;i_cl;0
0;10x10;exp_agent1;0;94;i_cl;i_vz;2
0;10x10;exp_agent1;0;93;i_vz;i_vz;2
0;10x10;exp_agent1;0;92;i_vz;i_ini;3
0;10x10;exp_agent1;0;91;i_ini;i_vz;2
0;10x10;exp_agent1;0;90;i_vz;i_vz;3
0;10x10;exp_agent1;0;89;i_vz;i_vz;3
0;10x10;exp_agent1;0;88;i_vz;i_s;0
0;10x10;exp_agent1;0;87;i_s;i_vz;2
0;10x10;exp_agent1;0;86;i_vz;i_vz;1
0;10x10;exp_agent1;0;85;i_vz;i_vz;2
0;10x10;exp_agent1;0;84;i_vz;i_vz;3
0;10x10;exp_agent1;0;83;i_vz;i_cl;3
0;10x10;exp_agent1;0;82;i_cl;i_cl;3
0;10x10;exp_agent1;0;81;i_cl;i_vz;1
0;10x10;exp_agent1;0;80;i_vz;i_vz;0
0;10x10;exp_agent1;0;79;i_vz;i_vz;1
0;10x10;exp_agent1;0;78;i_vz;i_ini;0
0;10x10;exp_agent1;0;77;i_ini;i_vz;3
0;10x10;exp_agent1;0;76;i_vz;i_ini;1
0;10x10;exp_agent1;0;75;i_ini;i_vz;0
0;10x10;exp_agent1;0;74;i_vz;i_vz;0
0;10x10;exp_agent1;0;73;i_vz;i_vz;2
0;10x10;exp_agent1;0;72;i_vz;i_s;3
0;10x10;exp_agent1;0;71;i_s;i_vz;1
0;10x10;exp_agent1;0;70;i_vz;i_ini;2
0;10x10;exp_agent1;0;69;i_ini;i_vz;1
0;10x10;exp_agent1;0;68;i_vz;i_vz;2
0;10x10;exp_agent1;0;67;i_vz;i_vz;2
0;10x10;exp_agent1;0;66;i_vz;i_vz;3
0;10x10;exp_agent1;0;65;i_vz;i_vz;2
0;10x10;exp_agent1;0;64;i_vz;i_vz;3
0;10x10;exp_agent1;0;63;i_vz;i_vz;3
0;10x10;exp_agent1;0;62;i_vz;i_b;2
0;10x10;exp_agent1;0;61;i_b;i_died;2
0;10x10;exp_agent1;1;100;i_ini;i_vz;1
0;10x10;exp_agent1;1;99;i_vz;i_vz;1
0;10x10;exp_agent1;1;98;i_vz;i_b;0
0;10x10;exp_agent1;1;97;i_b;i_vz;3
0;10x10;exp_agent1;1;96;i_vz;i_vz;3
0;10x10;exp_agent1;1;95;i_vz;i_vz;1
0;10x10;exp_agent1;1;94;i_vz;i_b;0
0;10x10;exp_agent1;1;93;i_b;i_cl;0
0;10x10;exp_agent1;1;92;i_cl;i_died;1
0;10x10;exp_agent1;2;100;i_ini;i_vz;0
0;10x10;exp_agent1;2;99;i_vz;i_vz;0
0;10x10;exp_agent1;2;98;i_vz;i_cl;0
0;10x10;exp_agent1;2;97;i_cl;i_b;1
0;10x10;exp_agent1;2;96;i_b;i_cl;0
0;10x10;exp_agent1;2;95;i_cl;i_cl;0
0;10x10;exp_agent1;2;94;i_cl;i_died;1
0;10x10;exp_agent1;3;100;i_ini;i_vz;3
0;10x10;exp_agent1;3;99;i_vz;i_vz;2
0;10x10;exp_agent1;3;98;i_vz;i_vz;2
0;10x10;exp_agent1;3;97;i_vz;i_vz;1
0;10x10;exp_agent1;3;96;i_vz;i_vz;1
0;10x10;exp_agent1;3;95;i_vz;i_vz;3
0;10x10;exp_agent1;3;94;i_vz;i_vz;0
0;10x10;exp_agent1;3;93;i_vz;i_vz;3
0;10x10;exp_agent1;3;92;i_vz;i_vz;3
0;10x10;exp_agent1;3;91;i_vz;i_vz;1
0;10x10;exp_agent1;3;90;i_vz;i_vz;2
0;10x10;exp_agent1;3;89;i_vz;i_vz;3
0;10x10;exp_agent1;3;88;i_vz;i_cl;3
0;10x10;exp_agent1;3;87;i_cl;i_vz;0
0;10x10;exp_agent1;3;86;i_vz;i_s;0
0;10x10;exp_agent1;3;85;i_s;i_vz;2
0;10x10;exp_agent1;3;84;i_vz;i_s;0
0;10x10;exp_agent1;3;83;i_s;i_vz;2
0;10x10;exp_agent1;3;82;i_vz;i_s;0
0;10x10;exp_agent1;3;81;i_s;i_vz;2
0;10x10;exp_agent1;3;80;i_vz;i_cl;3
0;10x10;exp_agent1;3;79;i_cl;i_vz;2
0;10x10;exp_agent1;3;78;i_vz;i_vz;0
0;10x10;exp_agent1;3;77;i_vz;i_cl;3
0;10x10;exp_agent1;3;76;i_cl;i_cl;3
0;10x10;exp_agent1;3;75;i_cl;i_cl;3
0;10x10;exp_agent1;3;74;i_cl;i_vz;1
0;10x10;exp_agent1;3;73;i_vz;i_vz;0
0;10x10;exp_agent1;3;72;i_vz;i_s;3
0;10x10;exp_agent1;3;71;i_s;i_cl;3
0;10x10;exp_agent1;3;70;i_cl;i_vz;2
0;10x10;exp_agent1;3;69;i_vz;i_vz;1
0;10x10;exp_agent1;3;68;i_vz;i_vz;1
0;10x10;exp_agent1;3;67;i_vz;i_vz;2
0;10x10;exp_agent1;3;66;i_vz;i_vz;1
0;10x10;exp_agent1;3;65;i_vz;i_vz;2
0;10x10;exp_agent1;3;64;i_vz;i_vz;0
0;10x10;exp_agent1;3;63;i_vz;i_vz;1
0;10x10;exp_agent1;3;62;i_vz;i_vz;2
0;10x10;exp_agent1;3;61;i_vz;i_vz;3
0;10x10;exp_agent1;3;60;i_vz;i_vz;1
0;10x10;exp_agent1;3;59;i_vz;i_vz;0
0;10x10;exp_agent1;3;58;i_vz;i_vz;1
0;10x10;exp_agent1;3;57;i_vz;i_vz;3
0;10x10;exp_agent1;3;56;i_vz;i_vz;2
0;10x10;exp_agent1;3;55;i_vz;i_vz;3
