"env";"config";"exp";"energy";"current";"next_state";"next_move"
0;16x16;exp_agent3-1;0;200;i_ini;i_vz;1
0;16x16;exp_agent3-1;0;199;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;198;i_vz;i_vz;0
0;16x16;exp_agent3-1;0;197;i_vz;i_vz;0
0;16x16;exp_agent3-1;0;196;i_vz;i_vz;2
0;16x16;exp_agent3-1;0;195;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;194;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;193;i_vz;i_vz;0
0;16x16;exp_agent3-1;0;192;i_vz;i_vz;2
0;16x16;exp_agent3-1;0;191;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;190;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;189;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;188;i_vz;i_vz;2
0;16x16;exp_agent3-1;0;187;i_vz;i_vz;2
0;16x16;exp_agent3-1;0;186;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;185;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;184;i_vz;i_vz;0
0;16x16;exp_agent3-1;0;183;i_vz;i_vz;0
0;16x16;exp_agent3-1;0;182;i_vz;i_b;0
0;16x16;exp_agent3-1;0;181;i_b;i_vz;1
0;16x16;exp_agent3-1;0;180;i_vz;i_b;0
0;16x16;exp_agent3-1;0;179;i_b;i_vz;1
0;16x16;exp_agent3-1;0;178;i_vz;i_vz;0
0;16x16;exp_agent3-1;0;177;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;176;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;175;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;174;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;173;i_vz;i_vz;2
0;16x16;exp_agent3-1;0;172;i_vz;i_b;3
0;16x16;exp_agent3-1;0;171;i_b;i_vz;0
0;16x16;exp_agent3-1;0;170;i_vz;i_b;2
0;16x16;exp_agent3-1;0;169;i_b;i_vz;1
0;16x16;exp_agent3-1;0;168;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;167;i_vz;i_vz;0
0;16x16;exp_agent3-1;0;166;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;165;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;164;i_vz;i_b;2
0;16x16;exp_agent3-1;0;163;i_b;i_vz;2
0;16x16;exp_agent3-1;0;162;i_vz;i_vz;2
0;16x16;exp_agent3-1;0;161;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;160;i_vz;i_s;2
0;16x16;exp_agent3-1;0;159;i_s;i_vz;2
0;16x16;exp_agent3-1;0;158;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;157;i_vz;i_vz;2
0;16x16;exp_agent3-1;0;156;i_vz;i_vz;0
0;16x16;exp_agent3-1;0;155;i_vz;i_vz;0
0;16x16;exp_agent3-1;0;154;i_vz;i_s;1
0;16x16;exp_agent3-1;0;153;i_s;i_vz;3
0;16x16;exp_agent3-1;0;152;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;151;i_vz;i_vz;0
0;16x16;exp_agent3-1;0;150;i_vz;i_b;0
0;16x16;exp_agent3-1;0;149;i_b;i_vz;3
0;16x16;exp_agent3-1;0;148;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;147;i_vz;i_vz;2
0;16x16;exp_agent3-1;0;146;i_vz;i_vz;0
0;16x16;exp_agent3-1;0;145;i_vz;i_vz;0
0;16x16;exp_agent3-1;0;144;i_vz;i_b;1
0;16x16;exp_agent3-1;0;143;i_b;i_vz;0
0;16x16;exp_agent3-1;0;142;i_vz;i_b;2
0;16x16;exp_agent3-1;0;141;i_b;i_vz;3
0;16x16;exp_agent3-1;0;140;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;139;i_vz;i_vz;2
0;16x16;exp_agent3-1;0;138;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;137;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;136;i_vz;i_b;1
0;16x16;exp_agent3-1;0;135;i_b;i_vz;3
0;16x16;exp_agent3-1;0;134;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;133;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;132;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;131;i_vz;i_vz;0
0;16x16;exp_agent3-1;0;130;i_vz;i_vz;0
0;16x16;exp_agent3-1;0;129;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;128;i_vz;i_b;2
0;16x16;exp_agent3-1;0;127;i_b;i_vz;0
0;16x16;exp_agent3-1;0;126;i_vz;i_b;2
0;16x16;exp_agent3-1;0;125;i_b;i_vz;0
0;16x16;exp_agent3-1;0;124;i_vz;i_b;1
0;16x16;exp_agent3-1;0;123;i_b;i_vz;3
0;16x16;exp_agent3-1;0;122;i_vz;i_b;2
0;16x16;exp_agent3-1;0;121;i_b;i_vz;2
0;16x16;exp_agent3-1;0;120;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;119;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;118;i_vz;i_vz;2
0;16x16;exp_agent3-1;0;117;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;116;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;115;i_vz;i_ini;2
0;16x16;exp_agent3-1;0;114;i_ini;i_vz;0
0;16x16;exp_agent3-1;0;113;i_vz;i_vz;0
0;16x16;exp_agent3-1;0;112;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;111;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;110;i_vz;i_vz;2
0;16x16;exp_agent3-1;0;109;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;108;i_vz;i_vz;3
0;16x16;exp_agent3-1;0;107;i_vz;i_vz;1
0;16x16;exp_agent3-1;0;106;i_vz;i_vz;2
0;16x16;exp_agent3-1;0;105;i_vz;i_vz;0
0;16x16;exp_agent3-1;0;104;i_vz;i_vz;1
